question,answer
"Gentile Venditore,Siamo stati contattati da uno nostro cliente per un ordine effettuato presso la sua vetrina online.  Di seguito trova le informazioni forniteci dal cliente:--------------------Ordine #: 402-8091434-5653939ASIN:  Motivo: Articolo danneggiato, difettoso, erroneoDettagli: Gentile ECOMMUNITY,Larticolo da subito ha presentato problemi, la parte sopra risultava staccata dal telefono. Il telefono non funziona.Ti chiediamo gentilmente di verificare sull¡¯accaduto e di contattare al pi¨´ presto il cliente per concordare una soluzione.Grazie e buon lavoro.-------------------Per rispondere a questo cliente, risponda a queste-mail oppure utilizzi il suo account venditore cliccando sul seguente link: [link rimosso] Ci auguriamo di poter risolvere il problema del cliente.Cordiali saluti.Servizio Clienti,Amazon.ithttp://www.amazon.it","Gentile cliente, ci scusiamo per gli eventuali disagi. Inviaci foto del dispositivo per proteggerti da eventuali controversie, foto dello schermo acceso e spento e cover posteriore. Conferma attentamente se il telefono ha subito una caduta/pressione/ingresso di acqua o danni simili. Si prega di trovare in allegato letichetta di spedizione gratuita. Segui attentamente queste istruzioni e, se queste istruzioni non vengono seguite, dovremo restituirti il dispositivo. 1. Disabilita il CODICE DI BLOCCO se il tuo dispositivo ne ha uno o scrivilo su un pezzo di carta e mettilo nella scatola. 2. DISCONNETTI il tuo account iCloud. Se un account iCloud ¨¨ connesso al telefono restituito, rallenter¨¤ il processo di supporto. 3. Salva i tuoi dati e rimuovi la scheda SIM. 4. Quindi puoi imballare il prodotto. Si prega di utilizzare un imballaggio sufficientemente resistente e tutti gli accessori ricevuti devono essere restituiti insieme. Imballare il prodotto con cura per proteggersi da una possibile contestazione. 5. Stampa letichetta di spedizione sul pacco. 6. Puoi consegnare il pacco al seguente indirizzo: VIA GILARDELLI 1227100 PAVIA Italia Se questo indirizzo non ti soddisfa, puoi consultare il sito Web del corriere per un elenco dei punti di consegna nelle vicinanze. Una volta ricevuto il prodotto restituito e conforme, lo ripareremo e te lo spediremo entro 48 ore lavorative. Ci scusiamo nuovamente per il disagio causato e vi ringraziamo per la vostra comprensione. In attesa di una risposta!"
"Buongiorno, ho ordinato questo iphone12 ricondizionato a settembre e ha cominciato a darmi problemi perch¨¨ non riconosce pi¨´ la batteria e non funziona.Al centro assistenza eseguendo delle diagnostiche hanno rilevato altri problemi elettronici e non hanno eseguito riparazioni perch¨¨ presenti delle componenti non originali.Essendo ancora in garanzia amazon il telefono sono a chiedere un rimborso o per lo meno una sostituzione.attendo notizie.Saluti
Salve, allego foto come richiesto.Vi confermo che non ha subito danni/pressioni/ingresso acqua; e confermo anche i miei dati:Marco NiccoVia Cremona 186Pizzighettone, Cremona 26026Italy3345963147","Gentile cliente, abbiamo ricevuto il tuo telefono, ma liCloud di IMEI 352590375973157 ¨¨ ancora connesso (vedi allegato), per favore rimuovilo in modo che possiamo organizzarlo per te? Grazie e aspetto una tua risposta?
E sappiamo che il tuo telefono non pu¨° essere acceso. Quindi forse non puoi disattivare il tuo account iCloud sul tuo telefono. Segui le istruzioni per uscire dal tuo account iCloud con un laptop o un computer. Non ¨¨ necessario disporre di un telefono, ¨¨ sufficiente utilizzare un computer o un laptop. 1. Vai alla pagina: https://www.icloud.com/https://sellercentral-europe.amazon.com/nms/redirect/e71db04b-991d-3ade-8bdb-06ddf66b17a6?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=LB_8dMQXQiQiPUY0zC0RYem6hK8lTwG3kTnuzzZe3RyrQV852foKNss4y1UkHgK3SSdTjSMxt0uZ56BRB5I9RA&n=1&u=aHR0cHM6Ly93d3cuaWNsb3VkLmNvbS8 e accedi allaccount iCloud a cui era connesso il tuo dispositivo. 2. Se lautenticazione a due fattori ¨¨ abilitata, dovresti ricevere un codice di verifica sui tuoi dispositivi attendibili. In caso contrario, inserisci la scheda SIM in un nuovo dispositivo e fai clic su ""Non hai ricevuto un codice?"" quindi ""Inviami un SMS"". 3. Fai clic su ""Cerca"" Se non vedi lapp ""Cerca"", significa che non hai effettuato laccesso allaccount iCloud corretto; verifica che sia effettivamente lID Apple utilizzato per il tuo dispositivo. 4. Fai clic su ""Tutti i miei dispositivi"" nella parte superiore della finestra. Se non vedi ""Tutti i miei dispositivi"", significa che hai gi¨¤ selezionato un dispositivo. Fare clic sul nome del dispositivo corrente al centro della barra degli strumenti per accedere allelenco Dispositivi, quindi selezionare un altro dispositivo. 5. Selezionare il dispositivo Apple che si desidera disconnettere, dovrebbe essere offline (con un punto grigio a sinistra). Un dispositivo ¨¨ considerato offline se ¨¨ spento o disconnesso da qualsiasi rete Internet. 6. Fai clic su ""Rimuovi dallaccount"". Se non vedi il pulsante ""Rimuovi dallaccount"", assicurati di disconnettere il dispositivo (spegnilo). 7. Apple ti chiede di confermare la rimozione del dispositivo. Fare clic su ""Elimina"". Infine, Apple ti chiede di inserire la password per convalidare leliminazione. Inserisci la tua password e clicca su ""Elimina"". In questo modo, uscirai correttamente dal tuo account iCloud sul dispositivo. Grazie mille per il vostro sostegno."
"Buongiorno, avevo mandato questo cellulare indietro come da istruzioni AMAZON perche era diffetoso e ancora sotto la garanzia. Avevo anche comprato la garanzia prolungata per questo prodotto. Ancora non ho risposta per la resa o lo stato della mia richiesta. Vorrei avere una risposta per la richiesta e se non e sotto garanzia mi dovete rimandare il cellulare. 
Ho visto solo adesso vs. risposta del 22 Maggio. Confermo che lindirizzo e giusto: via Marconi 63, Cadrezzate con Osmate (VA) 21062. Avevo mandato il pacco con UPS con letiquette stampato da AMAZON come da richiesta. ","Gentile Cliente,La ringrazio per la risposta. Vorremmo scambiarne uno nuovo per te. Siamo spiacenti di informarvi che il bianco era esaurito. Ma abbiamo disponibile nero, rosso e viola. Per favore dicci se puoi accettare uno qualsiasi di questi colori . Grazie e aspetto una tua risposta ?"
Grazie tanto per la risposta. Va benissimo viola se ancora disponibile. ,"Gentile cliente, abbiamo sostituito per te un nuovo telefono (colore: viola). Il numero di tracciamento ¨¨ CUB110467270 (Corriere: Cubyn Express). Verr¨¤ spedito entro 24 ore lavorative. Grazie mille per la collaborazione e buona giornata ?"
Ciao prodotto con display difettoso vorrei sapere come fare per un rimborso ho un cambio mi puoi contattare anche tramite mail [indirizzo e-mail eliminato] attendo notizie grazie ,"Gentile Cliente,Ci scusiamo per il disagio. Lindirizzo e-mail ¨¨ nascosto da Amazon. Non possiamo vederlo. Ti forniremo unetichetta di reso nel prossimo messaggio. Prima di tutto, potresti descrivere in modo specifico il problema con i telefoni cellulari? Oppure inviaci delle foto che mostrano il problema? Grazie per il vostro sostegno!
Gentile Cliente,Vi preghiamo di inviarci le foto del dispositivo per proteggervi da qualsiasi controversia, le foto dello schermo acceso e spento e la copertina posteriore prima della spedizione. Si prega di trovare letichetta di spedizione gratuita allegata.Si prega di seguire attentamente queste istruzioni e, se queste istruzioni non vengono seguite, dovremo restituirvi il dispositivo.1. Disabilita CODE LOCK se il tuo dispositivo ne ha uno o scrivilo su un pezzo di carta e mettilo nella scatola.2. SCOLLEGARE il tuo account ICLOUD. Se ¨¨ presente un account iCloud connesso al telefono restituito, questo rallenter¨¤ il processo di supporto. Se non riesci a uscire dallaccount iCloud, faccelo sapere.3. Salva i tuoi dati e rimuovi la scheda SIM.4. Quindi puoi imballare il prodotto. Utilizzare un imballaggio sufficientemente RESISTENTE e tutti gli accessori ricevuti devono essere restituiti insieme. Si prega di imballare accuratamente il prodotto per proteggersi da eventuali controversie.5. Stampa letichetta di spedizione sul pacco.6. Puoi consegnare il pacco al seguente indirizzo: VIA CRUCIS 8780029 SANTANTIMO ItalySe questo indirizzo non ti soddisfa, puoi controllare il sito Web del corriere per un elenco di punti di consegna nelle vicinanze.Una volta ricevuto il prodotto restituito e che soddisfa i requisiti, ti rimborseremo entro 48 ore lavorative.Ci scusiamo ancora per il disagio causato da noi e vi ringraziamo per la vostra comprensione.Aspettando una risposta!
Gentile Cliente,E sappiamo che il telefono ha problemi con il display. Quindi forse non puoi disattivare il tuo account iCloud sul tuo telefono. Segui le istruzioni per uscire dal tuo account iCloud con un laptop o un computer. Non ¨¨ necessario disporre di un telefono, ¨¨ sufficiente utilizzare un computer o un laptop. 1. Vai alla pagina: https://www.icloud.com/https://sellercentral-europe.amazon.com/nms/redirect/29f8facb-baa8-3d1c-9c16-22dd2e97114e?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=K2q-huj3M_J-oSmlaSxOHSoEwJx6N9C1ocuILtynVHqznBBXIlHBvoJ19Lv6VBcFspt-2c1n4Ax2LE5gttSDaQ&n=1&u=aHR0cHM6Ly93d3cuaWNsb3VkLmNvbS8 e accedi allaccount iCloud a cui era connesso il tuo dispositivo. 2. Se lautenticazione a due fattori ¨¨ abilitata, dovresti ricevere un codice di verifica sui tuoi dispositivi attendibili. In caso contrario, inserisci la scheda SIM in un nuovo dispositivo e fai clic su ""Non hai ricevuto un codice?"" quindi ""Inviami un SMS"". 3. Fai clic su ""Cerca"" Se non vedi lapp ""Cerca"", significa che non hai effettuato laccesso allaccount iCloud corretto; verifica che sia effettivamente lID Apple utilizzato per il tuo dispositivo. 4. Fai clic su ""Tutti i miei dispositivi"" nella parte superiore della finestra. Se non vedi ""Tutti i miei dispositivi"", significa che hai gi¨¤ selezionato un dispositivo. Fare clic sul nome del dispositivo corrente al centro della barra degli strumenti per accedere allelenco Dispositivi, quindi selezionare un altro dispositivo. 5. Selezionare il dispositivo Apple che si desidera disconnettere, dovrebbe essere offline (con un punto grigio a sinistra). Un dispositivo ¨¨ considerato offline se ¨¨ spento o disconnesso da qualsiasi rete Internet. 6. Fai clic su ""Rimuovi dallaccount"". Se non vedi il pulsante ""Rimuovi dallaccount"", assicurati di disconnettere il dispositivo (spegnilo). 7. Apple ti chiede di confermare la rimozione del dispositivo. Fare clic su ""Elimina"". Infine, Apple ti chiede di inserire la password per convalidare leliminazione. Inserisci la tua password e clicca su ""Elimina"". In questo modo, uscirai correttamente dal tuo account iCloud sul dispositivo. Grazie mille per il vostro sostegno."
"Buona sera il problema del display in basso a destra si ¨¨ creato un punto nero e il resto del display si vede con delle righe ¨¨ sfocate le scritte ho provato anche a inviare foto. Il pacco ¨¨ stato spedito a l¡¯indirizzo del etichetta se desidera contattare via mail e [indirizzo e-mail eliminato] attendo vostre notizie grazie 
Queste sono foto prima dell¡¯ imballaggio  
Questo sono le foto dei difetti con display a righe e scrittura sfogata  ","Gentile Cliente,Grazie per le tue foto! Seguiremo il pacco e ti terremo aggiornato al momento della ricezione. A presto e buona giornata?
Salve, ieri abbiamo ricevuto il prodotto restituito. Dopo la verifica, il nostro staff tecnico conferma che lo schermo interno del telefono era imploso e sono comparse evidenti perdite di liquido (vedi report e foto allegate). Ovviamente ¨¨ stato causato dalluomo durante luso. Un normale problema di qualit¨¤ dello schermo non ¨¨ cos¨¬. Il problema del display del telefono ¨¨ dovuto alla caduta o allurto. A volte una caduta o un impatto sul telefono non ha causato crepe o altri evidenti danni allo schermo, ma pu¨° causare danni allinterno del dispositivo e questi malfunzionamenti possono verificarsi a breve o lungo termine, semplicemente perch¨¦ la struttura del telefono stesso ¨¨ indebolito. Il che significava che era fuori garanzia. perdita di liquido su uno schermo. Sono dovuti alla distruzione per impatto dei pixel del pannello LCD. Data questa situazione, questo telefono ¨¨ fuori garanzia e non possiamo pi¨´ fornirlo. Puoi scegliere tra le seguenti due soluzioni: 1. Ti restituiamo il telefono e tu ti rivolgi al tuo negozio di riparazione locale per la riparazione. 2. Puoi pagarci una certa tariffa di riparazione (80 euro) e noi ripareremo il telefono e te lo invieremo. Distinti saluti"
"Buongiorno e se lo vorrei riparare da voi quando mi verr¨¤ consegnato pi¨´ o meno?
Il prezzo di 80€ riparato il display e spedito di nuovo a casa mia giusto?
Attendo vostre notizie di come procedere ","Gentile Cliente,S¨¬! Ti preghiamo di contattarci tramite il nostro indirizzo email indicando il tuo numero dordine (Amazon canceller¨¤ lindirizzo email, quindi lo invieremo tramite screenshot allegato). Quindi ti diremo come pagare il costo di riparazione. Distinti saluti"
"Dove posso trovare il vostro indirizzo mail?
L¡¯indirizzo mail non lo riesco a trovare come bisogna fare per sapere come risolvere con il telefono?","Gentile Cliente,Siamo spiacenti, vedi allegato. Aspetteremo il tuo messaggio. Grazie!"
"Buenas tardes Paquete enviado Una consulta lo repar¨¢is o mand¨¢is otro?Un saludo 
Buenos d¨ªas Hab¨¦is recibido ya el tel¨¦fono, ya medir¨¦is c¨®mo va la cosa gracias 
Hola ya me pone que os a llegado ","Estimado cliente, le hemos cambiado un tel¨¦fono nuevo. El n¨²mero de seguimiento es CUB107898233 (Transportista: Cubyn Express). Ser¨¢ enviado dentro de las 24 horas h¨¢biles. Muchas gracias por su cooperaci¨®n y que tenga un buen d¨ªa ?"
Hola buenas noches Otra vez el tel¨¦fono es otro pero tiene otro problema.Cuando la llamas no se le escucha bien.Es la segunda vez que los m¨®viles est¨¢n mal.Como podemos solucionar esto otra vez hay que enviar el tel¨¦fono.Gracias y ya me dir¨¦is ,"Cher client,Nous nous excusons pour tout inconv¨¦nient. Ne vous inqui¨¦tez pas, nous vous proposerons une solution satisfaisante. Veuillez nous envoyer les informations suivantes : 1. Photos de lappareil pour le prot¨¦ger de tout litige, photos de l¨¦cran allum¨¦ et ¨¦teint, et de la coque arri¨¨re. Veuillez confirmer soigneusement si le t¨¦l¨¦phone a subi une chute/une pression/une p¨¦n¨¦tration deau ou des dommages similaires. 2. Veuillez confirmer si ladresse suivante est correcte.Afin que nous puissions vous fournir une ¨¦tiquette de retour gratuite. Au plaisir de vous entendre bient?t?!vanesa de la rosa valbuenasirena del mississippi N15 2G2zaragoza, zaragoza 50019686056665Spain"
"Buenas tardes, disculpa la demora en la contestaci¨®n. Le adjunto las fotos solicitadas. El tel¨¦fono, como podr¨¢ apreciar, no tiene ning¨²n signo de golpes, no ha sufrido ca¨ªdas ni entrada de agua. Por ¨²ltimo, indicarle que la direcci¨®n es correcta: C/ Camino del Santiagui?o, 1B - La Coquina - 11.130 Chiclana de la Frontera (tel¨¦fono 677841775). Un saludo.","Estimado cliente,Encuentre la etiqueta de env¨ªo gratis adjunta.Siga estas instrucciones cuidadosamente y, si no las sigue, tendremos que devolverle el dispositivo.1. Desactive el C¨®DIGO DE BLOQUEO si su dispositivo tiene uno o escr¨ªbalo en una hoja de papel y p¨®ngalo en la caja.2. DESCONECTE su cuenta ICLOUD. Si hay una cuenta de iCloud conectada en el tel¨¦fono devuelto, ralentizar¨¢ su proceso de soporte.3. Guarda tus datos y retira la tarjeta SIM.4. Luego puede empacar el producto. Utilice un embalaje lo suficientemente fuerte y todos los accesorios recibidos deben devolverse juntos. Embale el producto con cuidado para protegerse de posibles disputas.5. Imprima la etiqueta de env¨ªo en el paquete.6. Puede entregar el paquete en la siguiente direcci¨®n:CALLE DE LOS ESTUDIANTES, 1911130 CHICLANA DE LA FRONTERA SpainSi esta direcci¨®n no le conviene, puede consultar el sitio web del transportista para obtener una lista de puntos de reenv¨ªo cercanos.Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, te enviaremos el producto reparado en un plazo m¨¢ximo de 48 horas h¨¢biles.Pedimos disculpas nuevamente por las molestias ocasionadas por nosotros y gracias por su comprensi¨®n.?Esperando por una respuesta!"
"I hope this message finds you well. I recently purchased a refurbished iPhone from your Amazon store, and until now, it has been functioning properly. However, I am experiencing a concerning issue with the battery, and I wanted to reach out to you for assistance as the device is still within the warranty period.Upon using the iPhone, I received a notification indicating that the battery is not original. Subsequently, when I restarted the device (which had around 90% charge), it suddenly showed a battery level of 1% and appears to be unable to charge properly.I would greatly appreciate your support in resolving this matter. I have been satisfied with the product thus far, and I believe it may be a battery-specific issue that can be addressed under the warranty.
Hola,Nos ha contactado un cliente com¨²n respecto al pedido, a continuaci¨®n puedes encontrar la informaci¨®n proporcionada por el cliente:--------------------N¨²mero de pedido: # 402-2655290-3621913ASIN: Motivo del contacto: Devoluciones y reembolsosDetalles: El producto es defectuoso, favor brindar una etiqueta prepagada para la devoluci¨®n y reembolso. Investiga el problema y contacta con el cliente.--------------------Para responder al cliente,  por favor responde a este email o bien visita tu cuenta de vendedor en el siguiente enlace:[enlace eliminado]Esperamos que este email te sea de ayuda.Atentamente,Servicio de Atenci¨®n al ClienteAmazon.eshttp://www.amazon.es/","Estimado cliente,Env¨ªenos las fotos del dispositivo para protegerlo de cualquier disputa, la pantalla de fotos encendida y apagada y la contraportada antes del env¨ªo. Busque la etiqueta de env¨ªo gratis adjunta.Siga estas instrucciones cuidadosamente y, si no las sigue, tendremos que devolverle el dispositivo.1. Desactive CODE LOCK si su dispositivo tiene uno o escr¨ªbalo en una hoja de papel y p¨®ngalo en la caja.2. DESVINCULA tu cuenta ICLOUD. Si hay una cuenta de iCloud iniciada en el tel¨¦fono devuelto, ralentizar¨¢ su proceso de soporte. Si no puede cerrar sesi¨®n en la cuenta de iCloud, h¨¢ganoslo saber.3. Guarda tus datos y retira la tarjeta SIM.4. Luego puede empacar el producto. Utilice un embalaje suficientemente FUERTE y todos los accesorios recibidos deben devolverse juntos. Empaque el producto con cuidado para protegerse de cualquier disputa.5. Imprima la etiqueta de env¨ªo en el paquete.6. Puede entregar el paquete en la siguiente direcci¨®n: CALLE CEAN BERMUDEZ 2033208 GIJON SpainSi esta direcci¨®n no le conviene, puede consultar el sitio web del transportista para obtener una lista de puntos de entrega cercanos.Una vez que recibamos su producto devuelto y cumpla con los requisitos, le reembolsaremos dentro de las 48 horas h¨¢biles.Pedimos disculpas nuevamente por las molestias ocasionadas por nosotros y gracias por su comprensi¨®n.?Esperando una respuesta!
Estimado cliente,Y sabemos que su tel¨¦fono no se puede cargar. As¨ª que tal vez no puedas desactivar tu cuenta de iCloud en tu tel¨¦fono. Siga las instrucciones para cerrar sesi¨®n en su cuenta de iCloud con una computadora port¨¢til o de escritorio. No necesita tener un tel¨¦fono, solo necesita usar una computadora o computadora port¨¢til. 1. Vaya a la p¨¢gina: https://www.icloud.com/https://sellercentral-europe.amazon.com/nms/redirect/6d77ee7e-b9cc-3aca-b0a4-e4a4fba4414d?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=cyGjHYuOaXpTo_oWIip3itvid-wzFyNOjeQKMdCwUs7GDf1uRqQbXz_gYfoTMlb9awm3ZbaTIU_NjQ2mwXQ2zg&n=1&u=aHR0cHM6Ly93d3cuaWNsb3VkLmNvbS8 e inicie sesi¨®n en la cuenta de iCloud a la que estaba conectado su dispositivo. 2. Si la autenticaci¨®n de dos factores est¨¢ habilitada, deber¨ªa recibir un c¨®digo de verificaci¨®n en sus dispositivos de confianza. De lo contrario, inserte la tarjeta SIM en un nuevo dispositivo y haga clic en ""?No recibi¨® un c¨®digo?"" luego ""Env¨ªame un SMS"". 3. Haga clic en ""Buscar"". Si no ve la aplicaci¨®n ""Buscar"", significa que no ha iniciado sesi¨®n en la cuenta de iCloud correcta; verifique que en realidad sea la ID de Apple utilizada para su dispositivo. 4. Haga clic en ""Todos mis dispositivos"" en la parte superior de la ventana. Si no ve ""Todos mis dispositivos"", significa que ya seleccion¨® un dispositivo. Haga clic en el nombre del dispositivo actual en el centro de la barra de herramientas para acceder a la lista de Dispositivos, luego seleccione otro dispositivo. 5. Seleccione el dispositivo Apple que desea desconectar, debe estar fuera de l¨ªnea (con un punto gris a la izquierda). Un dispositivo se considera fuera de l¨ªnea si est¨¢ apagado o desconectado de cualquier red de Internet. 6. Haga clic en ""Eliminar de la cuenta"". Si no ve el bot¨®n ""Eliminar de la cuenta"", aseg¨²rese de desconectar el dispositivo (apagarlo). 7. Apple le pide que confirme la eliminaci¨®n del dispositivo. Haga clic en ""Eliminar"". Finalmente, Apple te pide que ingreses la contrase?a para validar la eliminaci¨®n. Introduzca su contrase?a y haga clic en ""Eliminar"". De esta manera, cerrar¨¢ sesi¨®n con ¨¦xito en su cuenta de iCloud en el dispositivo. Muchas gracias por su apoyo."
"Dear customer support team,Thank you for your detailed instructions. I want to inform you that I have prepared the phone for shipment and it will be sent today. However, there are two important things I would like to mention:The cable that came with the phone never worked properly, so I couldnt include it in the return package. Unfortunately, I no longer have it in my possession.I confirm that I have disabled the devices passcode lock and have taken photos of the screen turned on and off, as well as the back cover, as requested.I hope this information is sufficient and that you can process my return request smoothly. I plan to send the package today using the provided label.Thank you for your understanding, and I look forward to your confirmation of receipt.Best regards,","Estimado cliente, Gracias por su informaci¨®n, por favor devuelva el tel¨¦fono. Le responderemos una vez recibido. Que tengas un buen d¨ªa ?
Estimado cliente,Nos dimos cuenta de que su cuenta de iCloud a¨²n no se ha eliminado. Vea adjunto. ?Podr¨ªa eliminarla lo antes posible?"
"El iPhone 11, que me mandasteis no funciona, quisiera cambiarlo por otro, estuvo funcionando aproximadamente 15 d¨ªas y ahora no se enciende","Estimado cliente, Pedimos disculpas por cualquier inconveniente. No se preocupe, podemos ofrecerle un nuevo reemplazo. 1. Env¨ªenos fotos del dispositivo para protegerlo de cualquier disputa, pantalla de fotos encendida y apagada y cubierta posterior. Confirme cuidadosamente si el tel¨¦fono ha sufrido una ca¨ªda/presi¨®n. /entrada de agua o da?os similares. 2. Confirme la informaci¨®n a continuaci¨®n para que podamos generar una etiqueta de devoluci¨®n gratuita para usted y guiarlo en la devoluci¨®n del producto defectuoso. Gracias y espero su respuesta. AtentamenteMiguel Angel Almagro GuzmanCalle Osiris 7, 3BAltorreal, Murcia 30506Spain696419544"
"No se me cayo, no a entrado agua, no puedo mandar foto encendido porque ese es el problema que no se enciende, gracias por contestar tan pronto, un saludo Migue ¨¢ngel ALMAGRO Guzm¨¢n  ","Estimado cliente,Encuentre la etiqueta de env¨ªo gratuito adjunta, por favor.Siga estas instrucciones cuidadosamente y, si no las sigue, tendremos que devolverle el dispositivo.1. Desactive el C¨®DIGO DE BLOQUEO si su dispositivo tiene uno o escr¨ªbalo en un papel y p¨®ngalo en la caja.2. DESCONECTE su cuenta ICLOUD. Si hay una cuenta de iCloud conectada en el tel¨¦fono devuelto, ralentizar¨¢ su proceso de soporte.3. Guarda tus datos y retira la tarjeta SIM.4. Luego puede empacar el producto. Utilice un embalaje lo suficientemente fuerte y todos los accesorios recibidos deben devolverse juntos. Embale el producto con cuidado para protegerse de posibles disputas.5. Imprima la etiqueta de env¨ªo en el paquete.6. Puede entregar el paquete en la siguiente direcci¨®n:AVENIDA DEL CHORRICO SN30500 MOLINA DE SEGURA SpainSi esta direcci¨®n no le conviene, puede consultar el sitio web del transportista para obtener una lista de puntos de reenv¨ªo cercanos.Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, le enviaremos el reemplazo dentro de las 48 horas h¨¢biles.Pedimos disculpas nuevamente por las molestias ocasionadas por nosotros y gracias por su comprensi¨®n.?Esperando una respuesta!
Estimado cliente,Elimine su cuenta de iCloud antes del env¨ªo. Puede eliminarla con el siguiente m¨¦todo remoto o no podemos realizar un seguimiento.Siga las instrucciones para cerrar sesi¨®n en su cuenta de iCloud con una computadora port¨¢til o de escritorio. No necesita tener un tel¨¦fono, solo necesita usar una computadora o computadora port¨¢til.1. Vaya a la p¨¢gina: https://www.icloud.com/https://sellercentral-europe.amazon.com/nms/redirect/90fedc7d-2bbb-3546-8402-3602fe634990?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=dImE_PcrAiInlcrmOGeSeOAwErdfUNC-6AkJnC-00BlwkLIzeiTHrAdwG5tWB8bJ8avlSqI3C6FPHOv_lU9K0w&n=1&u=aHR0cHM6Ly93d3cuaWNsb3VkLmNvbS8 e inicie sesi¨®n en la cuenta de iCloud a la que estaba conectado su dispositivo.2. Si la autenticaci¨®n de dos factores est¨¢ habilitada, deber¨ªa recibir un c¨®digo de verificaci¨®n en sus dispositivos de confianza. De lo contrario, inserte la tarjeta SIM en un nuevo dispositivo y haga clic en ""?No recibi¨® un c¨®digo?"" luego ""Env¨ªame un SMS"". 3. Haga clic en ""Buscar"". Si no ve la aplicaci¨®n ""Buscar"", significa que no ha iniciado sesi¨®n en la cuenta de iCloud correcta; verifique que en realidad sea la ID de Apple utilizada para su dispositivo.4. Haga clic en ""Todos mis dispositivos"" en la parte superior de la ventana. Si no ve ""Todos mis dispositivos"", significa que ya seleccion¨® un dispositivo. Haga clic en el nombre del dispositivo actual en el centro de la barra de herramientas para acceder a la lista de Dispositivos, luego seleccione otro dispositivo.5. Seleccione el dispositivo Apple que desea desconectar, debe estar fuera de l¨ªnea (con un punto gris a la izquierda). Un dispositivo se considera fuera de l¨ªnea si est¨¢ apagado o desconectado de cualquier red de Internet.6. Haga clic en ""Eliminar de la cuenta"". Si no ve el bot¨®n ""Eliminar de la cuenta"", aseg¨²rese de desconectar el dispositivo (apagarlo).7. Apple le pide que confirme la eliminaci¨®n del dispositivo. Haga clic en ""Eliminar"". Finalmente, Apple te pide que ingreses la contrase?a para validar la eliminaci¨®n. Introduzca su contrase?a y haga clic en ""Eliminar"". De esta manera, cerrar¨¢ sesi¨®n con ¨¦xito en su cuenta de iCloud en el dispositivo. Muchas gracias por su apoyo."
"Desactivado el C¨®digo, desconectado de la cuenta ICOUD","Estimado cliente,Muchas gracias por su cooperaci¨®n. Utilice la etiqueta de devoluci¨®n que le proporcionamos para enviar el tel¨¦fono. Por favor, h¨¢ganos saber cuando lo env¨ªe. Te avisaremos tan pronto como lo tengamos. ?Que tengas un buen fin de semana!?"
"Buenas tardes Solicito una devoluci¨®n gratuita del producto pues como ya saben est¨¢ defectuoso 
Estimado Seller de Amazon:Este es el equipo del Servicio de atenci¨®n al cliente de Amazon. Un cliente se puso en contacto con nosotros para hacernos algunas preguntas sobre una compra que te hizo. Esta es la descripci¨®n del problema:Producto: B082P6M3HCN¨²mero de pedido: 402-6559623-0440323Devoluci¨®n solicitada: s¨ªMotivo de contacto: El producto tiene buen aspecto, pero no funcionaResponde a esta solicitud en un plazo de 48?horas.Gracias,Servicio de atenci¨®n al cliente de Amazon
Estimado Seller de Amazon:Este es el equipo del Servicio de atenci¨®n al cliente de Amazon. Un cliente se puso en contacto con nosotros para hacernos algunas preguntas sobre una compra que te hizo. Esta es la descripci¨®n del problema:Producto: B082P6M3HCN¨²mero de pedido: 402-6559623-0440323Devoluci¨®n solicitada: noMotivo de contacto: Deseo devolverlo porque ya no funciona, la pantalla se queda en negro al recibir las llamdas y no puede contestar, Tambien cuando mira peliculas se queda bloqueado y no hay manera de que funcione. He adjutado un video con el fallo. Responde a esta solicitud en un plazo de 48?horas.Gracias,Servicio de atenci¨®n al cliente de Amazon","Estimado cliente,Adjunto encontrar¨¢ la etiqueta de env¨ªo gratuito. Siga estas instrucciones cuidadosamente, y si no se siguen estas instrucciones, tendremos que devolverle el dispositivo. 1. Desactive el C¨®DIGO DE BLOQUEO si su dispositivo tiene uno o escr¨ªbalo en un papel y p¨®ngalo en la caja. 2. DESCONECTA tu cuenta de iCloud. Si una cuenta de iCloud est¨¢ conectada al tel¨¦fono devuelto, ralentizar¨¢ su proceso de soporte. 3. Guarda tus datos y retira la tarjeta SIM. 4. Luego puede empacar el producto. Utilice un embalaje lo suficientemente fuerte y todos los accesorios recibidos deben devolverse juntos. Embale el producto con cuidado para protegerse de una posible disputa. 5. Imprima la etiqueta de env¨ªo en el paquete. 6. Puede entregar el paquete en la siguiente direcci¨®n: AVENIDA DIEGO HIDALGO DURAN,1706230 LOS SANTOS DE MAIMONA SpainSi esta direcci¨®n no le conviene, puede consultar el sitio web del transportista para obtener una lista de puntos de entrega cercanos. Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, le enviaremos el producto reparado dentro de las 48 horas h¨¢biles. Pedimos disculpas nuevamente por las molestias ocasionadas y gracias por su comprensi¨®n. ?Esperando por una respuesta!"
