"question","answer"
"Hola,Nos ha contactado un cliente común respecto al pedido, a continuación puedes encontrar la información proporcionada por el cliente:--------------------Número de pedido: # 407-3783551-8306730ASIN: Motivo del contacto: Producto dañado, defectuoso o incorrectoDetalles: El producto ha llegado, pero se encuentra defectuoso, cliente indica pantalla en negro pero dispositivo funciona, cliente mantiene información personal en el dispositivo y desea borrarla antes de entrar en proceso de devolución. Investiga el problema y contacta con el cliente.--------------------Para responder al cliente,  por favor responde a este email o bien visita tu cuenta de vendedor en el siguiente enlace:[enlace eliminado]Esperamos que este email te sea de ayuda.Atentamente,Servicio de Atención al ClienteAmazon.eshttp://www.amazon.es/","Estimado cliente,Envíenos las fotos del dispositivo para protegerlo de cualquier disputa, la pantalla de fotos encendida y apagada y la contraportada antes del envío. Busque la etiqueta de envío gratis adjunta.Siga estas instrucciones cuidadosamente y, si no las sigue, tendremos que devolverle el dispositivo.1. Desactive CODE LOCK si su dispositivo tiene uno o escríbalo en una hoja de papel y póngalo en la caja.2. DESVINCULA tu cuenta ICLOUD. Si hay una cuenta de iCloud iniciada en el teléfono devuelto, ralentizará su proceso de soporte. Si no puede cerrar sesión en la cuenta de iCloud, háganoslo saber.3. Guarda tus datos y retira la tarjeta SIM.4. Luego puede empacar el producto. Utilice un embalaje suficientemente FUERTE y todos los accesorios recibidos deben devolverse juntos. Empaque el producto con cuidado para protegerse de cualquier disputa.5. Imprima la etiqueta de envío en el paquete.6. Puede entregar el paquete en la siguiente dirección: ALFOLí, 228280 EL ESCORIAL Spain.Si esta dirección no le conviene, puede consultar el sitio web del transportista para obtener una lista de puntos de entrega cercanos.Una vez que recibamos su producto devuelto y cumpla con los requisitos, le enviaremos el reemplazo dentro de las 48 horas hábiles.Pedimos disculpas nuevamente por las molestias ocasionadas por nosotros y gracias por su comprensión.¡Esperando una respuesta!Estimado cliente,Y sabemos que su teléfono no se puede encender. Así que tal vez no puedas desactivar tu cuenta de iCloud en tu teléfono. Siga las instrucciones para cerrar sesión en su cuenta de iCloud con una computadora portátil o de escritorio. No necesita tener un teléfono, solo necesita usar una computadora o computadora portátil. 1. Vaya a la página: https://www.icloud.com/https://sellercentral-europe.amazon.com/nms/redirect/9283916b-580b-3362-b360-1c4bbdaf3d21?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=c09TsmEk0Cj478kRLcWlM_hOogFTdcWmIhfnwru7n6ECdDYASbElicYuj7RpoB0yjJt6UdxOE5hQ_z04Cab53Q&n=1&u=aHR0cHM6Ly93d3cuaWNsb3VkLmNvbS8 e inicie sesión en la cuenta de iCloud a la que estaba conectado su dispositivo. 2. Si la autenticación de dos factores está habilitada, debería recibir un código de verificación en sus dispositivos de confianza. De lo contrario, inserte la tarjeta SIM en un nuevo dispositivo y haga clic en ""¿No recibió un código?"" luego ""Envíame un SMS"". 3. Haga clic en ""Buscar"". Si no ve la aplicación ""Buscar"", significa que no ha iniciado sesión en la cuenta de iCloud correcta; verifique que en realidad sea la ID de Apple utilizada para su dispositivo. 4. Haga clic en ""Todos mis dispositivos"" en la parte superior de la ventana. Si no ve ""Todos mis dispositivos"", significa que ya seleccionó un dispositivo. Haga clic en el nombre del dispositivo actual en el centro de la barra de herramientas para acceder a la lista de Dispositivos, luego seleccione otro dispositivo. 5. Seleccione el dispositivo Apple que desea desconectar, debe estar fuera de línea (con un punto gris a la izquierda). Un dispositivo se considera fuera de línea si está apagado o desconectado de cualquier red de Internet. 6. Haga clic en ""Eliminar de la cuenta"". Si no ve el botón ""Eliminar de la cuenta"", asegúrese de desconectar el dispositivo (apagarlo). 7. Apple le pide que confirme la eliminación del dispositivo. Haga clic en ""Eliminar"". Finalmente, Apple te pide que ingreses la contraseña para validar la eliminación. Introduzca su contraseña y haga clic en ""Eliminar"". De esta manera, cerrará sesión con éxito en su cuenta de iCloud en el dispositivo. Muchas gracias por su apoyo."
"Buenos días,hoy miércoles 24 de Mayo de 2023 les he enviado por UPS el dispositivo móvil.Espero su respuesta cuando lo reciban,un saludo ","Estimado cliente, hemos recibido su teléfono, pero el iCloud de IMEI 353247106486673 todavía está conectado (ver adjunto), elimínelo para que podamos manejarlo por usted. Díganos si desea aceptar un reemplazo. Gracias y espero su respuesta 🌷Y sabemos que su teléfono no se puede encender. Así que tal vez no puedas desactivar tu cuenta de iCloud en tu teléfono. Siga las instrucciones para cerrar sesión en su cuenta de iCloud con una computadora portátil o de escritorio. No necesita tener un teléfono, solo necesita usar una computadora o computadora portátil. 1. Vaya a la página: https://www.icloud.com/https://sellercentral-europe.amazon.com/nms/redirect/15f1b9a3-7817-319b-aaa5-d9e6a9726453?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=G0F562yRHRzLmgUXCOsZDXbzRHgP2wDGyO5gkZurJ7loVg3CeiQPRlDou-yZ5kiM4wmKSCXt8cYA_HPIVH1Nmw&n=1&u=aHR0cHM6Ly93d3cuaWNsb3VkLmNvbS8 e inicie sesión en la cuenta de iCloud a la que estaba conectado su dispositivo. 2. Si la autenticación de dos factores está habilitada, debería recibir un código de verificación en sus dispositivos de confianza. De lo contrario, inserte la tarjeta SIM en un nuevo dispositivo y haga clic en ""¿No recibió un código?"" luego ""Envíame un SMS"". 3. Haga clic en ""Buscar"". Si no ve la aplicación ""Buscar"", significa que no ha iniciado sesión en la cuenta de iCloud correcta; verifique que en realidad sea la ID de Apple utilizada para su dispositivo. 4. Haga clic en ""Todos mis dispositivos"" en la parte superior de la ventana. Si no ve ""Todos mis dispositivos"", significa que ya seleccionó un dispositivo. Haga clic en el nombre del dispositivo actual en el centro de la barra de herramientas para acceder a la lista de Dispositivos, luego seleccione otro dispositivo. 5. Seleccione el dispositivo Apple que desea desconectar, debe estar fuera de línea (con un punto gris a la izquierda). Un dispositivo se considera fuera de línea si está apagado o desconectado de cualquier red de Internet. 6. Haga clic en ""Eliminar de la cuenta"". Si no ve el botón ""Eliminar de la cuenta"", asegúrese de desconectar el dispositivo (apagarlo). 7. Apple le pide que confirme la eliminación del dispositivo. Haga clic en ""Eliminar"". Finalmente, Apple te pide que ingreses la contraseña para validar la eliminación. Introduzca su contraseña y haga clic en ""Eliminar"". De esta manera, cerrará sesión con éxito en su cuenta de iCloud en el dispositivo. Muchas gracias por su apoyo."
"Si deseo el reemplazo del móvil.No podemos acceder al icloud de ese móvil","Estimado cliente,En este caso, ¿podría ofrecernos su cuenta y contraseña de iCloud como captura de pantalla (Amazon la eliminará en el mensaje). Le pediremos a nuestro departamento técnico que intente eliminarla.¿O puede aceptar una reparación del teléfono? Si se trata de una reparación, no es necesario que la quite, ya que se le enviará el teléfono después de la reparación. Gracias por su rápida respuesta."
"Quiero una reparación del teléfono ","Ok, repararemos el teléfono y se lo devolveremos lo antes posible. ¡Gracias!"
"Buenos días, informaros que se ha deteriorado la batería del iphone SE 2020, que me compré el pasado mes de Abril. Tengo que cargar el teléfono 2 veces al día. ¿Me podrían informar qué hacer para no proceder a la devolución del artículo por favor? Gracias","Estimado cliente, Lamentamos las molestias. Podemos hacer un gesto comercial de 40 euros. De esta manera, no hay necesidad de devolver el teléfono. Además, debemos informarle si su teléfono es reparado por un tercero, no podemos ofrecer ninguna garantía en el futuro. Espero su respuesta."
"Compré el teléfono en el mes de Abril, no puede ser que se haya deteriorado la batería en 1 mes. ¿No tengo ningún tipo de garantía? El teléfono no es precisamente barato.A la espera de sus comentarios, ","Estimado cliente, No se preocupe, su teléfono tiene 1 año de garantía. Le ofrecemos 2 soluciones: 1. Puede optar por devolvernos el producto para su reparación. Le enviaremos una etiqueta de devolución gratuita. Una vez que recibamos su teléfono, lo repararemos y se lo enviaremos dentro de las 48 horas hábiles. 2. Podemos hacer un gesto comercial de 40 euros. De esta manera, no hay necesidad de devolver el teléfono. Pero si eliges este, perderás la garantía en el futuro. Espero su respuesta."
"Hola necesito factura de este móvil  . Me enviasteis otra factura del móvil que devolví por estar defectuoso . El día 10 de mayo . ","Hola,Gracias por comprar con nosotros. El vendedor de Amazon ECOMMUNITY te ha enviado las facturas adjuntas del pedido que realizaste hace poco.Atentamente,ECOMMUNITY"
"Hola el iPhone no funciona, no se conecta al wifi","Estimado cliente, Lamentamos mucho las molestias. Intente el siguiente método para resolver el problema. Y contacta con nosotros si el problema persiste. gracias ~Asegúrese de que su enrutador esté encendido y que esté dentro del alcance de su enrutador...Asegúrate de que Wi-Fi esté encendido y puedas ver tu red...Si se le solicita una contraseña de Wi-Fi, ingrese la contraseña...Compruebe si hay un problema con la LAN inalámbrica...Revisar cables y conexiones...reanudar...Reiniciar configuración de la red"
"Muchas gracias! Aquí están las fotos solicitadas. Procederemos a empaquetarlo para poder enviarlo Garantía del teléfono para repararlo en vez de devolverlo","Estimado cliente, gracias por sus fotos y avísenos cuando devuelva el teléfono. Que tengas un buen día 🌷"
"Buenas tardes, gracias por su rápida contestación
El teléfono no ha teñido daños por golpes presión, agua, ni ningún tipo de accidente o daño.
El nombre, dirección y teléfono  q envían son correctos Buenos días, voy a ir a llevar el teléfono al punto q me indican, pero me es difícil imprimir etiqueta, pues no tengo impresora y estoy pidiendo a otros q me lo hagan, pero por ahora no es posible,.Puedo presentar el código de barras en la tienda como se hace con las devoluciones de Amazon?Espero su rápida respuesta para poder llevarlo esta mañana","Estimado cliente, puede ir al punto de entrega, puede pedir que se lo impriman. gracias ~"
"Así, lo hice, ya está enviadoEspero su solucion","Estimado cliente,¡Gracias por su información! Realizaremos un seguimiento del paquete y lo mantendremos informado sobre la recepción. Nos vemos muy pronto y que tenga un buen día 🌷Estimado cliente,Hemos recibido tu teléfono. Pero la pantalla está bloqueada. Ofrézcanos un código de desbloqueo, también elimine iCloud de su IMEI 353981109363402 para que podamos solucionarlo lo antes posible. Gracias y espero su respuesta 🌷tal vez no puedas desactivar tu cuenta de iCloud en tu teléfono. Siga las instrucciones para cerrar sesión en su cuenta de iCloud con una computadora portátil o de escritorio. No necesita tener un teléfono, solo necesita usar una computadora o computadora portátil. 1. Vaya a la página: https://www.icloud.com/https://sellercentral-europe.amazon.com/nms/redirect/74f1fde4-fabd-30ec-b637-5ca90ff2cc48?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=-T72wNmfKqbO5B__osWOMWPP9rEx_y51fVderbnyPznEYX4uBOrgwh7bi5O7FSu5jnG7YxsZSP-pQYIgTZIM2g&n=1&u=aHR0cHM6Ly93d3cuaWNsb3VkLmNvbS8 e inicie sesión en la cuenta de iCloud a la que estaba conectado su dispositivo. 2. Si la autenticación de dos factores está habilitada, debería recibir un código de verificación en sus dispositivos de confianza. De lo contrario, inserte la tarjeta SIM en un nuevo dispositivo y haga clic en ""¿No recibió un código?"" luego ""Envíame un SMS"". 3. Haga clic en ""Buscar"". Si no ve la aplicación ""Buscar"", significa que no ha iniciado sesión en la cuenta de iCloud correcta; verifique que en realidad sea la ID de Apple utilizada para su dispositivo. 4. Haga clic en ""Todos mis dispositivos"" en la parte superior de la ventana. Si no ve ""Todos mis dispositivos"", significa que ya seleccionó un dispositivo. Haga clic en el nombre del dispositivo actual en el centro de la barra de herramientas para acceder a la lista de Dispositivos, luego seleccione otro dispositivo. 5. Seleccione el dispositivo Apple que desea desconectar, debe estar fuera de línea (con un punto gris a la izquierda). Un dispositivo se considera fuera de línea si está apagado o desconectado de cualquier red de Internet. 6. Haga clic en ""Eliminar de la cuenta"". Si no ve el botón ""Eliminar de la cuenta"", asegúrese de desconectar el dispositivo (apagarlo). 7. Apple le pide que confirme la eliminación del dispositivo. Haga clic en ""Eliminar"". Finalmente, Apple te pide que ingreses la contraseña para validar la eliminación. Introduzca su contraseña y haga clic en ""Eliminar"". De esta manera, cerrará sesión con éxito en su cuenta de iCloud en el dispositivo. Muchas gracias por su apoyo."
"Ya lo he eliminado de iCloud, ruego que me lo confirme. el código de desbloqueo es 085222","Estimado cliente,Gracias por su respuesta, lo manejaremos y le responderemos pronto. Gracias y que tengas un buen día 🌷Estimado cliente, El teléfono ha sido reparado con éxito y se le ha devuelto. El número de seguimiento es CB751215591FR (Transportista: Colissimo). Será enviado dentro de las 24 horas hábiles. Gracias y buen día 🌷"
"Buenos días, en su último mensaje del martes día 6 de junio me comunicaban el envío de mi teléfono reparado.Hoy es día 9 viernes y el teléfono no me ha llegadoHay algún problema?","Estimado cliente, Lamentamos las molestias ocasionadas. Verificamos la logística, muestra ""Su paquete no se puede entregar hoy. Se entregará lo antes posible"". (ver más abajo TL). No te preocupes, lo consultaremos con el transportista y te responderemos el próximo lunes. ya que no trabajaban los fines de semana. Gracias por su paciencia y que tenga un buen día ��https://www.aftership.com/track/CB751215591FRhttps://sellercentral-europe.amazon.com/nms/redirect/0ce89946-8cde-38cb-a248-559c0cbdbe0f?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=fKm6ImaES2AeCEdVnNuqo7j-zgI6HKT4cjo1cYco8bRHVb3W9j0TjMVJvE8t5zstFZG4sKttcJjKgYvYpeKK4A&n=1&u=aHR0cHM6Ly93d3cuYWZ0ZXJzaGlwLmNvbS90cmFjay9DQjc1MTIxNTU5MUZSEstimado cliente, Actualizado por el transportista, el paquete le será entregado pronto. Espera un momento. Gracias por su paciencia y que tenga un gran día ~"
"Buenas tardes, han pasado 16 días desde que les envíe el teléfono, 10 días desde q me dijeron que estaba reparado y en 24 horas lo tendría,  1 semana desde q les envíe el último correo, y cuatro desde q me dijeron q me llegaría pronto.Creo q he tenido suficiente paciencia, no se q ha pasado con mi teléfono, pero les rogaría q me llegue YA, el mío o uno nuevo, si no tendré q tomar algún tipo de medidaUn saludoCreo q he","Estimado cliente, lamentamos mucho las molestias y estamos presionando al servicio de mensajería todo el tiempo y esperando comentarios. Pero para darte una solución satisfactoria, ¿estás de acuerdo en que te enviemos un nuevo teléfono? Por favor, confirme la siguiente información en caso afirmativo. Además, si obtiene el teléfono antiguo, ayúdenos a rechazar el paquete o devuélvalo. Gracias por su apoyo y quedo a la espera de su respuesta.teresa Pardo ValdesCalle Valencia 43Sot de Ferrer, castellon 12489Spain609248807"
"En relación a mi pedido número 404-6823901-7764321 quería hacerle saber que la función de silenciar el iPhone a dejado de funcionar, entiendo que el producto está en garantía, ruego me informe cómo proceder, gracias de antemano Adjunto lo solicitado mi dirección es calle batalla de Jimena 11 Jerez de la Frontera 11405 Cádiz ","Estimado cliente, gracias por su respuesta, envíenos también su número de teléfono y la página que envió no mostraba el número IMEI, vuelva a enviar. Gracias y que tengas un buen día 🌷"
"Hola buenas noches.Recibí el iPhone X pero en la descripción cuando lo compre figuraba que venía con cargador inalámbrico y viene con cable.","Estimado cliente,Lo sentimos por esto. ¿Quiere decir que no había cabezal de carga o cable en el teléfono cuando lo recibió? ¿Puedes tomarnos una foto? No te preocupes. Podemos compensarte con 15 euros por el cabezal de carga y 10 euros por el cable de carga. Proporcione la imagen para nosotros. ¡Gracias por su apoyo!"
"Buenos dias. ayer tarde envie el movil a la direccion indicada, , tracking Numero 1Z59EW399104578239, el movil lo he restrablecido de fabrica.le explico los problemas que tieneaveces se queda sin coberturame llaman y el telefono sale apagadocuando me queiro conectar a internet no me deja, tengo que aparar el movil y luego ya funcionacuando esta un tiempo en uso la pantalla se le va la nitidez y se queda oscuro con el brillo a topese calienta mucho Quedo a la espera de que no se demore muchoMuchas gracias buenos dias, queria saber como esta el movilmuchas gracias buenos diasQueria saber si el movil esta arreglado.Hoy hace una semana que lo envie y me urge bastante Muchas graciasUn saludo","Estimado cliente: Lamentamos informarle que su teléfono no se puede reparar, por lo que le cambiamos un teléfono nuevo. El número de seguimiento es CUB103077743 (Transportista: Cubyn Express). Será enviado dentro de las 24 horas hábiles. Muchas gracias por su cooperación y que tenga un buen día 🌷"
"Buenos días, en la descripción del producto ponía que el estado era excelente y tiene arañazos en los laterales y demás  Ahí va Buenos días, preferiría un reemplazoEn la devolución tengo que pagar los gastos yo y el desperfecto no es culpa mía, además de todo esto no vejiga el cargador ni el cable. Lo pagaré yo pero entiendo que me lomoagarab luego. Gracias ","Estimado cliente,Envíenos las fotos del dispositivo para protegerlo de cualquier disputa, la pantalla de fotos encendida y apagada y la contraportada antes del envío. Busque la etiqueta de envío gratis adjunta.Siga estas instrucciones cuidadosamente y, si no las sigue, tendremos que devolverle el dispositivo.1. Desactive CODE LOCK si su dispositivo tiene uno o escríbalo en una hoja de papel y póngalo en la caja.2. DESVINCULA tu cuenta ICLOUD. Si hay una cuenta de iCloud iniciada en el teléfono devuelto, ralentizará su proceso de soporte. Si no puede cerrar sesión en la cuenta de iCloud, háganoslo saber.3. Guarda tus datos y retira la tarjeta SIM.4. Luego puede empacar el producto. Utilice un embalaje suficientemente FUERTE y todos los accesorios recibidos deben devolverse juntos. Empaque el producto con cuidado para protegerse de cualquier disputa.5. Imprima la etiqueta de envío en el paquete.6. Puede entregar el paquete en la siguiente dirección: CALLE DE SABADELL 8628034 MADRID Spain.Si esta dirección no le conviene, puede consultar el sitio web del transportista para obtener una lista de puntos de entrega cercanos.Una vez que recibamos su producto devuelto y cumpla con los requisitos, le enviaremos el reemplazo dentro de las 48 horas hábiles.Pedimos disculpas nuevamente por las molestias ocasionadas por nosotros y gracias por su comprensión.¡Esperando una respuesta!Tal vez no puedas desactivar tu cuenta de iCloud en tu teléfono. Siga las instrucciones para cerrar sesión en su cuenta de iCloud con una computadora portátil o de escritorio. No necesita tener un teléfono, solo necesita usar una computadora o computadora portátil. 1. Vaya a la página: https://www.icloud.com/https://sellercentral-europe.amazon.com/nms/redirect/5aea1a71-5f28-39d4-af54-ad012e77536b?nt=BBC_MESSAGE_CONFIRMATION_TO_MERCHANT&sk=5Lth87p10_vU7MVrvvL2tM4bHgOgWm2cTYVwjeEAIpIoAukjk5-a3Uz-57nTIHj82cBb_f5kGu49EbDmFD-W9g&n=1&u=aHR0cHM6Ly93d3cuaWNsb3VkLmNvbS8 e inicie sesión en la cuenta de iCloud a la que estaba conectado su dispositivo. 2. Si la autenticación de dos factores está habilitada, debería recibir un código de verificación en sus dispositivos de confianza. De lo contrario, inserte la tarjeta SIM en un nuevo dispositivo y haga clic en ""¿No recibió un código?"" luego ""Envíame un SMS"". 3. Haga clic en ""Buscar"". Si no ve la aplicación ""Buscar"", significa que no ha iniciado sesión en la cuenta de iCloud correcta; verifique que en realidad sea la ID de Apple utilizada para su dispositivo. 4. Haga clic en ""Todos mis dispositivos"" en la parte superior de la ventana. Si no ve ""Todos mis dispositivos"", significa que ya seleccionó un dispositivo. Haga clic en el nombre del dispositivo actual en el centro de la barra de herramientas para acceder a la lista de Dispositivos, luego seleccione otro dispositivo. 5. Seleccione el dispositivo Apple que desea desconectar, debe estar fuera de línea (con un punto gris a la izquierda). Un dispositivo se considera fuera de línea si está apagado o desconectado de cualquier red de Internet. 6. Haga clic en ""Eliminar de la cuenta"". Si no ve el botón ""Eliminar de la cuenta"", asegúrese de desconectar el dispositivo (apagarlo). 7. Apple le pide que confirme la eliminación del dispositivo. Haga clic en ""Eliminar"". Finalmente, Apple te pide que ingreses la contraseña para validar la eliminación. Introduzca su contraseña y haga clic en ""Eliminar"". De esta manera, cerrará sesión con éxito en su cuenta de iCloud en el dispositivo. Muchas gracias por su apoyo."
"Buenos dias, tengo el producto desde el martes por la mañana y martes noche , ya empezo ah calentarse y quemar el movil, antes de devolverlo, que solucion me das? Os lo envio y lo arreglais, o como lo hacemos?Detalle de compra Y de repente tiene 80 por ciento de bateria, y me marca 0 por ciento y se apaga tambienEsto me sale en bateria, fallo de bateria","Estimado cliente,Nos disculpamos por cualquier inconveniente. No te preocupes, podemos ofrecerte una reparación. Por favor envíenos la siguiente información:1. El número IMEI de su teléfono. Puede encontrarlo en <Configuración - General - Información> y tomar una foto de esta página y enviárnosla.2. Fotos del dispositivo para protegerlo de cualquier disputa, pantalla de fotos encendida y apagada y cubierta posterior. Confirme cuidadosamente si el teléfono ha sufrido una caída/presión/entrada de agua o daños similares.3. Su dirección de entrega con destinatario y número de teléfono de contacto para que podamos generar una etiqueta de devolución gratuita para usted y guiarlo en la devolución del producto defectuoso. Gracias y espero su respuesta. Atentamente"
"Vale, pero luego, lo repararan y volveran a enviar, posterior-mente?","Estimado cliente, sí, lo repararemos y se lo enviaremos. Envíanos la información requerida. Gracias y en espera de su respuesta 🌷"
" Verónica Cabrera Solà 636283514Calle/ Pintor fuster nº75 - 81Piso 101 - Reus43205 TarragonaY Adjunto fotos del telefono movilGraciasadjunto fotos","Estimado cliente, Adjunto encontrará la etiqueta de envío gratuito. Siga estas instrucciones cuidadosamente, y si no se siguen estas instrucciones, tendremos que devolverle el dispositivo. 1. Desactive el CÓDIGO DE BLOQUEO si su dispositivo tiene uno o escríbalo en un papel y póngalo en la caja. 2. DESCONECTA tu cuenta de iCloud. Si una cuenta de iCloud está conectada al teléfono devuelto, ralentizará su proceso de soporte. 3. Guarda tus datos y retira la tarjeta SIM. 4. Luego puede empacar el producto. Utilice un embalaje lo suficientemente fuerte y todos los accesorios recibidos deben devolverse juntos. Embale el producto con cuidado para protegerse de una posible disputa. 5. Imprima la etiqueta de envío en el paquete. 6. Puede entregar el paquete en la siguiente dirección: AVDA MEDITERRANI, 743205 REUS España Si esta dirección no le conviene, puede consultar la página web del transportista para obtener una lista de puntos de entrega cercanos. Una vez que hayamos recibido el producto devuelto y cumpla con los requisitos, lo repararemos y se lo enviaremos dentro de las 48 horas hábiles. Pedimos disculpas nuevamente por las molestias ocasionadas y gracias por su comprensión. ¡Esperando por una respuesta!"
"Estimado Seller de Amazon:Este es el equipo del Servicio de atención al cliente de Amazon. Un cliente se puso en contacto con nosotros para hacernos algunas preguntas sobre una compra que te hizo. Esta es la descripción del problema:Producto: B08PCFV74NNúmero de pedido: 402-9270420-3361967Devolución solicitada: noMotivo de contacto: Solicitud de etiqueta prepagada de devolución,el celular no lee correctamente la tarjeta sim Responde a esta solicitud en un plazo de 48 horas.Gracias,Servicio de atención al cliente de Amazon","Estimado cliente,Envíenos las fotos del dispositivo para protegerlo de cualquier disputa, la pantalla de fotos encendida y apagada y la contraportada antes del envío. Busque la etiqueta de envío gratis adjunta.Siga estas instrucciones cuidadosamente y, si no las sigue, tendremos que devolverle el dispositivo.1. Desactive CODE LOCK si su dispositivo tiene uno o escríbalo en una hoja de papel y póngalo en la caja.2. DESVINCULA tu cuenta ICLOUD. Si hay una cuenta de iCloud iniciada en el teléfono devuelto, ralentizará su proceso de soporte. Si no puede cerrar sesión en la cuenta de iCloud, háganoslo saber.3. Guarda tus datos y retira la tarjeta SIM.4. Luego puede empacar el producto. Utilice un embalaje suficientemente FUERTE y todos los accesorios recibidos deben devolverse juntos. Empaque el producto con cuidado para protegerse de cualquier disputa.5. Imprima la etiqueta de envío en el paquete.6. Puede entregar el paquete en la siguiente dirección: VIA DELS PAISOS CATALANS,3143700 EL VENDRELL SpainSi esta dirección no le conviene, puede consultar el sitio web del transportista para obtener una lista de puntos de entrega cercanos.Una vez que recibamos su producto devuelto y cumpla con los requisitos, le enviaremos el reemplazo dentro de las 48 horas hábiles.Pedimos disculpas nuevamente por las molestias ocasionadas por nosotros y gracias por su comprensión.¡Esperando una respuesta!"
"Estimado Seller de Amazon:Este es el equipo del Servicio de atención al cliente de Amazon. Un cliente se puso en contacto con nosotros para hacernos algunas preguntas sobre una compra que te hizo. Esta es la descripción del problema:Producto: B08PCFV74NNúmero de pedido: 402-9270420-3361967Devolución solicitada: noMotivo de contacto: Hola, la cliente no desea un reemplazo, solicita el reembolso total del dinero pagado por el producto, posterior a su devolucion, por favor responde a la cliente en un plazo de 48h, graciasResponde a esta solicitud en un plazo de 48 horas.Gracias,Servicio de atención al cliente de Amazon","Estimado cliente,Está bien. Le reembolsaremos después de recibirlo sin problema. Una vez que envíe el teléfono, háganoslo saber."
"Estimado Seller de Amazon:Este es el equipo del Servicio de atención al cliente de Amazon. Un cliente se puso en contacto con nosotros para hacernos algunas preguntas sobre una compra que te hizo. Esta es la descripción del problema:Producto: B08PCFVC58Número de pedido: 408-5777345-6913166Devolución solicitada: noMotivo de contacto: El cliente no tiene portatil ni ordenador para enviar las fotos. Si podeis facilitarle un numero de whatsapp . Muchas graciasResponde a esta solicitud en un plazo de 48 horas.Gracias,Servicio de atención al cliente de AmazonLe e mandado el teléfono iphone 12 ,64 gigas,el teléfono está tal me llegó de estado la debolucion es porque le a salido una mancha en la pantalla me gustaría mandarle fotos pero no tengo ordenador solo otro teléfono que me an dejado,en el caso de que me hagan un reenplazo me gustaría que fuese ya con 128 gigas siempre que no suba mucho el previo del teléfono,gracias.","Estimado cliente, Una vez que recibamos su producto devuelto y cumpla con los requisitos, le reembolsaremos y luego podrá comprar un 128G. Gracias y que tengas un buen día 🌷"
"Estimado Seller de Amazon:Este es el equipo del Servicio de atención al cliente de Amazon. Un cliente se puso en contacto con nosotros para hacernos algunas preguntas sobre una compra que te hizo. Esta es la descripción del problema:Producto: B08PCFHLGCNúmero de pedido: 405-0301274-8013902Devolución solicitada: noMotivo de contacto: El cliente ha realizado la devolución el día de hoy, por favor indicarlo cuando será emitido el reembolso. Responde a esta solicitud en un plazo de 48 horas.Gracias,Servicio de atención al cliente de Amazon","Estimado cliente,Envíe el teléfono con la etiqueta de devolución que proporcionamos anteriormente, consulte el archivo adjunto. Antes de enviar, proporcione las fotos del teléfono para protegerlo de cualquier disputa e infórmenos cuando envíe el teléfono. Le daremos un reembolso después de que no recibamos ningún problema de la prueba. ¡Gracias por su apoyo!🌷"
"Buenos días, he enviado el pedido con la primera etiqueta que Amazon me había proporcionado. He esperado varios días mi respuesta y llega tarde la etiqueta. Espero no tener ningún problema con esto. Hola,Nos ha contactado un cliente común respecto al pedido, a continuación puedes encontrar la información proporcionada por el cliente:--------------------Número de pedido: # 405-0301274-8013902ASIN: Motivo del contacto: Devoluciones y reembolsosDetalles: Cliente indica que ante la demora en recibir sus respuestas a su solicitud, ha tenido que hacer la devolución con la etiqueta generada con el pedido en el sistema, teniendo que pgar gastos de devolución, ha esperado una semana sin respuestas y requiere de que se le solucione cuanto antes. Se solicita confirmar al cliente una vez se reciba el paquete y emitir reembolso completo, tanto del pedido como gastos de envio por el articulo defectuoso recibido. Investiga el problema y contacta con el cliente.--------------------Para responder al cliente,  por favor responde a este email o bien visita tu cuenta de vendedor en el siguiente enlace:[enlace eliminado]Esperamos que este email te sea de ayuda.Atentamente,Servicio de Atención al ClienteAmazon.eshttp://www.amazon.es/","Estimado cliente, no se preocupe, una vez que recibamos su producto devuelto y cumpla con los requisitos, le reembolsaremos. ¿Puede ofrecernos un comprobante de depósito con número de seguimiento? No emitimos la etiqueta, sin la información, no podemos encontrar su teléfono. Gracias y esperamos sus comentarios 🌷"
"Este el el ticket,al utilizar la etiqueta que Amazon ha proporcionado no tengo número de seguimiento 🥲","Estimado cliente, Gracias por su respuesta y no se preocupe, verificaremos con nuestro almacén y nos comunicaremos con usted una vez que la recibamos. Gracias por su paciencia y que tenga un buen día 🌷Estimado cliente, Lo entendemos completamente. Así que hemos reembolsado este pedido a través de Amazon. Recibirás el dinero en 72 horas hábiles. Sentimos mucho las molestias. Siempre somos bienvenidos para su próxima compra.SaludEstimado cliente, Lo entendemos completamente. Así que hemos reembolsado este pedido a través de Amazon. Recibirás el dinero en 72 horas hábiles. Sentimos mucho las molestias. Siempre somos bienvenidos para su próxima compra.Salud"
